Bandstructure_0@results1/FeO2_p3m1_Symmetrized_results.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -6.123645e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| M  [0  , 1/2, 0  ]  [1.1179, 0.6454, 0.0000]  x = 3.6603e-01                 |
| K  [1/3, 1/3, 0  ]  [1.4906, 0.0000, 0.0000]  x = 5.7735e-01                 |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
0.0000e+00  -2.0051e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
3.6603e-03  -2.0051e+01   [0.0000e+00, 5.0000e-03, 0.0000e+00]
7.3205e-03  -2.0050e+01   [0.0000e+00, 1.0000e-02, 0.0000e+00]
1.0981e-02  -2.0048e+01   [0.0000e+00, 1.5000e-02, 0.0000e+00]
1.4641e-02  -2.0046e+01   [0.0000e+00, 2.0000e-02, 0.0000e+00]
1.8301e-02  -2.0043e+01   [0.0000e+00, 2.5000e-02, 0.0000e+00]
2.1962e-02  -2.0040e+01   [0.0000e+00, 3.0000e-02, 0.0000e+00]
2.5622e-02  -2.0036e+01   [0.0000e+00, 3.5000e-02, 0.0000e+00]
2.9282e-02  -2.0031e+01   [0.0000e+00, 4.0000e-02, 0.0000e+00]
3.2942e-02  -2.0026e+01   [0.0000e+00, 4.5000e-02, 0.0000e+00]
3.6603e-02  -2.0020e+01   [0.0000e+00, 5.0000e-02, 0.0000e+00]
4.0263e-02  -2.0013e+01   [0.0000e+00, 5.5000e-02, 0.0000e+00]
4.3923e-02  -2.0006e+01   [0.0000e+00, 6.0000e-02, 0.0000e+00]
